timestamp,hand,landmark_id,x,y,z,velocity_x,velocity_y,velocity_z
1762442274.2537243,Left,0,0.1633312702178955,1.0272257328033447,2.2199277793788497e-07,0,0,0
1762442274.2537243,Left,1,0.20932793617248535,1.0023796558380127,-0.020468169823288918,0,0,0
1762442274.2537243,Left,2,0.24269631505012512,0.9602518677711487,-0.03449789807200432,0,0,0
1762442274.2537243,Left,3,0.2678465247154236,0.9256099462509155,-0.047278258949518204,0,0,0
1762442274.2537243,Left,4,0.28919798135757446,0.894900381565094,-0.062070395797491074,0,0,0
1762442274.2537243,Left,5,0.20092004537582397,0.9041147232055664,-0.03318652883172035,0,0,0
1762442274.2537243,Left,6,0.20312783122062683,0.8543593883514404,-0.051318440586328506,0,0,0
1762442274.2537243,Left,7,0.20744715631008148,0.8290721774101257,-0.0650821328163147,0,0,0
1762442274.2537243,Left,8,0.21218761801719666,0.8097802996635437,-0.07565798610448837,0,0,0
1762442274.2537243,Left,9,0.16735734045505524,0.9123707413673401,-0.03666037321090698,0,0,0
1762442274.2537243,Left,10,0.1668139547109604,0.8635653257369995,-0.05414227396249771,0,0,0
1762442274.2537243,Left,11,0.17078897356987,0.8352696299552917,-0.06849493831396103,0,0,0
1762442274.2537243,Left,12,0.17517004907131195,0.8130930662155151,-0.08059553056955338,0,0,0
1762442274.2537243,Left,13,0.13678136467933655,0.9341015219688416,-0.04204696789383888,0,0,0
1762442274.2537243,Left,14,0.13106659054756165,0.8883503675460815,-0.06172643229365349,0,0,0
1762442274.2537243,Left,15,0.1290043294429779,0.8619158864021301,-0.07499173283576965,0,0,0
1762442274.2537243,Left,16,0.1288081407546997,0.839600145816803,-0.08491157740354538,0,0,0
1762442274.2537243,Left,17,0.11143827438354492,0.9641744494438171,-0.0485454760491848,0,0,0
1762442274.2537243,Left,18,0.09124805778265,0.9335830211639404,-0.06924396008253098,0,0,0
1762442274.2537243,Left,19,0.07768761366605759,0.9151452779769897,-0.08046547323465347,0,0,0
1762442274.2537243,Left,20,0.0671624019742012,0.8983821272850037,-0.08828382939100266,0,0,0
1762442274.3079257,Left,0,0.16617047786712646,1.0012239217758179,3.665188046397816e-07,0.052382586204621336,-0.47972613344946047,2.6664647281343197e-06
1762442274.3079257,Left,1,0.2164229452610016,0.9696580767631531,-0.021183641627430916,0.13090093121665194,-0.6037039725165723,-0.01320025446803644
1762442274.3079257,Left,2,0.2572292387485504,0.9236399531364441,-0.03309996426105499,0.2681283732960319,-0.6754795743763664,0.025791487417358372
1762442274.3079257,Left,3,0.28346604108810425,0.8857129216194153,-0.04461735486984253,0.288175703910934,-0.7360889340494509,0.049092935267906236
1762442274.3079257,Left,4,0.30347102880477905,0.8536012172698975,-0.05759628862142563,0.2633337292213762,-0.7619580182724326,0.08254602473420516
1762442274.3079257,Left,5,0.2165459394454956,0.8621373772621155,-0.027256278321146965,0.2882933706347845,-0.7744702798048712,0.10941146156366979
1762442274.3079257,Left,6,0.2198713719844818,0.8024205565452576,-0.04724721238017082,0.3089136392228278,-0.9582569049472809,0.07511302053779191
1762442274.3079257,Left,7,0.22799178957939148,0.7684280276298523,-0.06319407373666763,0.37904273171547087,-1.118867584247175,0.03483416139915632
1762442274.3079257,Left,8,0.23885712027549744,0.7384809851646423,-0.07443535327911377,0.4920448497165002,-1.31545239006409,0.02255723331441868
1762442274.3079257,Left,9,0.18359343707561493,0.8636734485626221,-0.029709696769714355,0.29955143685365776,-0.8984514179390068,0.1282380342839045
1762442274.3079257,Left,10,0.18080462515354156,0.806881308555603,-0.04714919254183769,0.25812395254621995,-1.0458042465590731,0.1290203942824969
1762442274.3079257,Left,11,0.1823950856924057,0.7672685980796814,-0.06227385997772217,0.21412951917197817,-1.2545999991202488,0.11477715352098426
1762442274.3079257,Left,12,0.18555808067321777,0.7304266691207886,-0.07472608983516693,0.19165627460554155,-1.5251718813919424,0.10828953821859179
1762442274.3079257,Left,13,0.1530151665210724,0.8792399168014526,-0.034791767597198486,0.2995090988268518,-1.012181255141046,0.13385641415607666
1762442274.3079257,Left,14,0.14780989289283752,0.8304010033607483,-0.05331801250576973,0.30890924046679596,-1.0691495445088128,0.15513299089017626
1762442274.3079257,Left,15,0.1451607346534729,0.7980086803436279,-0.0665135607123375,0.29808115265003055,-1.1790700589873184,0.15641990195172806
1762442274.3079257,Left,16,0.14460213482379913,0.7689253091812134,-0.0762225091457367,0.2913947685594514,-1.303930948327813,0.160310876584102
1762442274.3079257,Left,17,0.12552106380462646,0.9048314690589905,-0.04176466166973114,0.2598235219080044,-1.094861373203658,0.12510412680294014
1762442274.3079257,Left,18,0.10967357456684113,0.8645658493041992,-0.06056586652994156,0.339945625877002,-1.2733474973277557,0.1601083963455135
1762442274.3079257,Left,19,0.09669297933578491,0.8452842831611633,-0.07016950100660324,0.3506436754685775,-1.2889157946132834,0.189957804932765
1762442274.3079257,Left,20,0.08453135192394257,0.8286280632019043,-0.07659939676523209,0.32045226359985396,-1.2869429525330236,0.21557451052842255
1762442274.3545146,Left,0,0.1773996651172638,0.9740300178527832,4.1756004520721035e-07,0.24102710738557276,-0.5836992344223368,1.0955666066738758e-06
1762442274.3545146,Left,1,0.2280619740486145,0.9451198577880859,-0.02146151103079319,0.24982408601490216,-0.5266967063784492,-0.00596428370384017
1762442274.3545146,Left,2,0.26727959513664246,0.8953500390052795,-0.033072348684072495,0.21572427945631703,-0.6072243715712765,0.0005927501688774257
1762442274.3545146,Left,3,0.29506951570510864,0.8550925254821777,-0.043540988117456436,0.24906093916318678,-0.6572466326864816,0.023103503311021043
1762442274.3545146,Left,4,0.3186766803264618,0.8225394487380981,-0.055441271513700485,0.32637929358061085,-0.6667204003930238,0.04625602265516253
1762442274.3545146,Left,5,0.2264261394739151,0.8271390795707703,-0.0302289891988039,0.21207198528207646,-0.7512154057152215,-0.06380728079198394
1762442274.3545146,Left,6,0.23526117205619812,0.762607991695404,-0.04950101673603058,0.3303319209039548,-0.8545504789977892,-0.04837642586281012
1762442274.3545146,Left,7,0.24456369876861572,0.7244810461997986,-0.0637616366147995,0.35570511442724967,-0.9432930074510767,-0.012182363311635143
1762442274.3545146,Left,8,0.2547512650489807,0.6904059052467346,-0.0739956796169281,0.341157347703267,-1.0318999222140341,0.009437305535085564
1762442274.3545146,Left,9,0.19272220134735107,0.8270200490951538,-0.03328738734126091,0.19594291175386883,-0.786741075083927,-0.07679277140649308
1762442274.3545146,Left,10,0.19305124878883362,0.7609236836433411,-0.050504568964242935,0.26286570918283797,-0.9864501453369361,-0.07202094463890936
1762442274.3545146,Left,11,0.19712889194488525,0.7161561250686646,-0.06435835361480713,0.3162514456931139,-1.0970955641529518,-0.04474228281339556
1762442274.3545146,Left,12,0.20209503173828125,0.6740685701370239,-0.07540443539619446,0.354954761319905,-1.2096894702366332,-0.014560240624744125
1762442274.3545146,Left,13,0.16072869300842285,0.8426020741462708,-0.038684871047735214,0.16556576496356343,-0.7864071583558503,-0.08356290108388602
1762442274.3545146,Left,14,0.1579868495464325,0.7832441926002502,-0.05748239904642105,0.21844167076066487,-1.012189879636453,-0.08938581391242938
1762442274.3545146,Left,15,0.1583385318517685,0.7438100576400757,-0.07003851979970932,0.282852736326046,-1.1633377343813969,-0.07566092483419307
1762442274.3545146,Left,16,0.16070696711540222,0.7066518068313599,-0.07893174141645432,0.34567961649471873,-1.336659706869729,-0.058151886053795135
1762442274.3545146,Left,17,0.13187125325202942,0.8698850870132446,-0.04574720188975334,0.13630263346434127,-0.750101070580529,-0.08548260242671743
1762442274.3545146,Left,18,0.11444541066884995,0.8252919316291809,-0.06537216156721115,0.10242431860517481,-0.8429887722099402,-0.10316395695160895
1762442274.3545146,Left,19,0.1026931181550026,0.7959374785423279,-0.07491030544042587,0.128789027317203,-1.0591966552034717,-0.10175824428887251
1762442274.3545146,Left,20,0.09393686056137085,0.7663702368736267,-0.08093371242284775,0.2018830472652092,-1.3363232313927782,-0.09303323047162859
1762442274.3892972,Left,0,0.1847684681415558,0.9516151547431946,4.2274584188817244e-07,0.21185284702753462,-0.6444265845951374,1.4909148573330406e-07
1762442274.3892972,Left,1,0.2361373007297516,0.9193185567855835,-0.017766917124390602,0.23216537915812707,-0.7417865637573772,0.10621945451679016
1762442274.3892972,Left,2,0.2756802439689636,0.8707547187805176,-0.028844216838479042,0.2415183804125054,-0.707114655662867,0.12155865289706558
1762442274.3892972,Left,3,0.3044523000717163,0.8331029415130615,-0.03950091451406479,0.26975474504589103,-0.6321998231532192,0.11615198455675205
1762442274.3892972,Left,4,0.33005934953689575,0.8023286461830139,-0.051619380712509155,0.3272513691916457,-0.5810599154151443,0.10987923609730686
1762442274.3892972,Left,5,0.23849865794181824,0.7971461415290833,-0.026802368462085724,0.34708451288308234,-0.8622959921584218,0.09851523461330189
1762442274.3892972,Left,6,0.2503410577774048,0.7266088128089905,-0.04492190480232239,0.4335462234986874,-1.0349752208871128,0.1316493190028035
1762442274.3892972,Left,7,0.25998008251190186,0.6830289363861084,-0.05830654129385948,0.44322053067743283,-1.1917468075043356,0.15683381286457512
1762442274.3892972,Left,8,0.2694358229637146,0.6457464694976807,-0.06782472878694534,0.42218056193407316,-1.2839573237187176,0.17741463544201413
1762442274.3892972,Left,9,0.2040388435125351,0.7956838607788086,-0.030801061540842056,0.32535309379048455,-0.900914393819959,0.07148178580975947
1762442274.3892972,Left,10,0.2056029886007309,0.7263391613960266,-0.04708092287182808,0.36086211091994597,-0.994303888572819,0.09842971368643283
1762442274.3892972,Left,11,0.2091328650712967,0.6794834136962891,-0.06037144362926483,0.3451138365469638,-1.0543392579289734,0.11462353227453749
1762442274.3892972,Left,12,0.21287031471729279,0.6374537348747253,-0.0708542987704277,0.3097890348141395,-1.0526753216486506,0.13081627984289426
